Team,Player,Nation,Pos,Age,Weekly Wages,Annual Wages,Notes
Girona,Sávio,BRA,"MF,FW",19.0,"€ 20,000 (£ 16,897, $21,493)","€ 1,040,000 (£ 878,622, $1,117,630)",Unverified estimation
Everton,Séamus Coleman,IRL,DF,34.0,"£ 55,000 (€ 65,103, $69,962)","£ 2,860,000 (€ 3,385,343, $3,638,030)",Unverified estimation
Dortmund,Sébastien Haller,CIV,FW,29.0,"€ 211,538 (£ 178,714, $227,329)","€ 11,000,000 (£ 9,293,120, $11,821,092)",
Luton Town,Tahith Chong,CUW,"MF,FW",23.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Nottingham Forest,Taiwo Awoniyi,NGA,FW,25.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Real Sociedad,Takefusa Kubo,JPN,"FW,MF",22.0,"€ 38,462 (£ 32,493, $41,332)","€ 2,000,000 (£ 1,689,658, $2,149,289)",Unverified estimation
Arsenal,Takehiro Tomiyasu,JPN,DF,24.0,"£ 55,000 (€ 65,103, $69,962)","£ 2,860,000 (€ 3,385,343, $3,638,030)",
Bochum,Takuma Asano,JPN,"FW,MF",28.0,"€ 8,654 (£ 7,311, $9,300)","€ 450,000 (£ 380,173, $483,590)",Unverified estimation
Monaco,Takumi Minamino,JPN,MF,28.0,"€ 88,462 (£ 74,735, $95,065)","€ 4,600,000 (£ 3,886,214, $4,943,366)",Unverified estimation
Roma,Tammy Abraham,ENG,FW,25.0,"€ 110,962 (£ 93,744, $119,244)","€ 5,770,000 (£ 4,874,664, $6,200,700)",
Tottenham Hotspur,Tanguy Ndombele,FRA,CM,26.0,,,
Sevilla,Tanguy Nianzou,FRA,DF,21.0,"€ 80,192 (£ 67,749, $86,178)","€ 4,170,000 (£ 3,522,937, $4,481,268)",
Bayern Munich,Tarek Buchmann,GER,CB,18.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Brighton,Tariq Lamptey,GHA,"DF,MF",22.0,"£ 35,000 (€ 41,429, $44,521)","£ 1,820,000 (€ 2,154,309, $2,315,110)",
Nice,Teddy Boulhendi,FRA,GK,22.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Reims,Teddy Teuma,MLT,MF,29.0,"€ 16,346 (£ 13,810, $17,566)","€ 850,000 (£ 718,105, $913,448)",Unverified estimation
Luton Town,Teden Mengi,ENG,DF,21.0,"£ 10,000 (€ 11,837, $12,720)","£ 520,000 (€ 615,517, $661,460)",Unverified estimation
Nice,Terem Moffi,NGA,FW,24.0,"€ 17,308 (£ 14,622, $18,600)","€ 900,000 (£ 760,346, $967,180)",
Atalanta,Teun Koopmeiners,NED,MF,25.0,"€ 36,923 (£ 31,194, $39,679)","€ 1,920,000 (£ 1,622,072, $2,063,318)",
Milan,Theo Hernández,FRA,DF,25.0,"€ 98,654 (£ 83,346, $106,018)","€ 5,130,000 (£ 4,333,973, $5,512,927)",
Liverpool,Thiago Alcántara,ESP,MF,32.0,"£ 200,000 (€ 236,737, $254,408)","£ 10,400,000 (€ 12,310,338, $13,229,200)",
Chelsea,Thiago Silva,BRA,DF,38.0,"£ 110,000 (€ 130,206, $139,924)","£ 5,720,000 (€ 6,770,686, $7,276,060)",
Reims,Thibault De Smet,BEL,"DF,MF",25.0,"€ 13,846 (£ 11,698, $14,880)","€ 720,000 (£ 608,277, $773,744)",Unverified estimation
Real Madrid,Thibaut Courtois,BEL,GK,31.0,"€ 288,462 (£ 243,701, $309,994)","€ 15,000,000 (£ 12,672,436, $16,119,670)",
Valencia,Thierry Correia,POR,DF,24.0,"€ 35,385 (£ 29,894, $38,026)","€ 1,840,000 (£ 1,554,486, $1,977,346)",Unverified estimation
Toulouse,Thijs Dallinga,NED,FW,22.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
West Ham United,Thilo Kehrer,GER,DF,26.0,"£ 80,000 (€ 94,695, $101,763)","£ 4,160,000 (€ 4,924,135, $5,291,680)",
Strasbourg,Thomas Delaine,FRA,"MF,DF",31.0,"€ 10,000 (£ 8,448, $10,746)","€ 520,000 (£ 439,311, $558,815)",Unverified estimation
Reims,Thomas Foket,BEL,"DF,MF",28.0,"€ 13,846 (£ 11,698, $14,880)","€ 720,000 (£ 608,277, $773,744)",
Hellas Verona,Thomas Henry,FRA,FW,28.0,"€ 19,808 (£ 16,734, $21,286)","€ 1,030,000 (£ 870,174, $1,106,884)",Unverified estimation
Toulouse,Thomas Himeur,FRA,GK,23.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Darmstadt 98,Thomas Isherwood,SWE,DF,25.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Luton Town,Thomas Kaminski,BEL,GK,30.0,"£ 25,000 (€ 29,592, $31,801)","£ 1,300,000 (€ 1,538,792, $1,653,650)",Unverified estimation
Stuttgart,Thomas Kastanaras,GRE,FW,20.0,"€ 6,346 (£ 5,361, $6,820)","€ 330,000 (£ 278,794, $354,633)",Unverified estimation
Heidenheim,Thomas Keller,GER,"DF,MF",23.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Udinese,Thomas Kristensen,DEN,DF,21.0,"€ 6,154 (£ 5,199, $6,613)","€ 320,000 (£ 270,345, $343,886)",Unverified estimation
Atlético Madrid,Thomas Lemar,FRA,MF,27.0,"€ 62,500 (£ 52,802, $67,165)","€ 3,250,000 (£ 2,745,695, $3,492,595)",
Dortmund,Thomas Meunier,BEL,DF,31.0,"€ 144,231 (£ 121,850, $154,997)","€ 7,500,000 (£ 6,336,218, $8,059,835)",
Bayern Munich,Thomas Müller,GER,MF,33.0,"€ 394,231 (£ 333,058, $423,658)","€ 20,500,000 (£ 17,318,996, $22,030,216)",
Arsenal,Thomas Partey,GHA,"DF,MF",30.0,"£ 200,000 (€ 236,737, $254,408)","£ 10,400,000 (€ 12,310,338, $13,229,200)",
Brentford,Thomas Strakosha,ALB,GK,28.0,"£ 25,000 (€ 29,592, $31,801)","£ 1,300,000 (€ 1,538,792, $1,653,650)",Unverified estimation
Clermont Foot,Théo Borne,FRA,GK,21.0,"€ 2,500 (£ 2,112, $2,687)","€ 130,000 (£ 109,828, $139,704)",Unverified estimation
Lorient,Théo Le Bris,FRA,MF,20.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Montpellier,Théo Sainte-Luce,FRA,DF,24.0,"€ 6,923 (£ 5,849, $7,440)","€ 360,000 (£ 304,138, $386,872)",Unverified estimation
Lille,Tiago Djaló,POR,CB,23.0,"€ 6,346 (£ 5,361, $6,820)","€ 330,000 (£ 278,794, $354,633)",Unverified estimation
Lille,Tiago Santos,POR,DF,21.0,"€ 13,462 (£ 11,373, $14,466)","€ 700,000 (£ 591,380, $752,251)",Unverified estimation
Wolfsburg,Tiago Tomás,POR,"FW,MF",21.0,"€ 28,846 (£ 24,370, $30,999)","€ 1,500,000 (£ 1,267,244, $1,611,967)",Unverified estimation
Lorient,Tiemoué Bakayoko,FRA,MF,28.0,"€ 48,077 (£ 40,617, $51,666)","€ 2,500,000 (£ 2,112,073, $2,686,612)",Unverified estimation
Milan,Tijjani Reijnders,NED,MF,25.0,"€ 41,923 (£ 35,418, $45,052)","€ 2,180,000 (£ 1,841,727, $2,342,725)",
Augsburg,Tim Breithaupt,GER,MF,21.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Aston Villa,Tim Iroegbunam,ENG,MF,20.0,"£ 5,000 (€ 5,918, $6,360)","£ 260,000 (€ 307,758, $330,730)",Unverified estimation
Heidenheim,Tim Kleindienst,GER,FW,27.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Luton Town,Tim Krul,NED,GK,35.0,"£ 25,000 (€ 29,592, $31,801)","£ 1,300,000 (€ 1,538,792, $1,653,650)",Unverified estimation
Bochum,Tim Oermann,GER,DF,19.0,"€ 5,192 (£ 4,387, $5,580)","€ 270,000 (£ 228,104, $290,154)",Unverified estimation
Fulham,Tim Ream,USA,DF,35.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Heidenheim,Tim Siersleben,GER,DF,23.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Darmstadt 98,Tim Skarke,GER,"FW,MF",26.0,"€ 8,077 (£ 6,824, $8,680)","€ 420,000 (£ 354,828, $451,351)",Unverified estimation
Köln,Timo Hübers,GER,DF,27.0,"€ 21,731 (£ 18,359, $23,353)","€ 1,130,000 (£ 954,657, $1,214,349)",Unverified estimation
RB Leipzig,Timo Schlieck,GER,GK,17.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
RB Leipzig,Timo Werner,GER,"FW,MF",27.0,"€ 192,308 (£ 162,467, $206,662)","€ 10,000,000 (£ 8,448,291, $10,746,447)",
Fulham,Timothy Castagne,BEL,DF,27.0,"£ 65,000 (€ 76,940, $82,683)","£ 3,380,000 (€ 4,000,860, $4,299,490)",Unverified estimation
Eintracht Frankfurt,Timothy Chandler,USA,"DF,MF",33.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Leverkusen,Timothy Fosu-Mensah,NED,DF,25.0,"€ 17,308 (£ 14,622, $18,600)","€ 900,000 (£ 760,346, $967,180)",Unverified estimation
Juventus,Timothy Weah,USA,MF,23.0,"€ 49,231 (£ 41,592, $52,906)","€ 2,560,000 (£ 2,162,762, $2,751,090)",
Lyon,Tino Kadewere,ZIM,FW,27.0,"€ 20,769 (£ 17,546, $22,320)","€ 1,080,000 (£ 912,415, $1,160,616)",
Darmstadt 98,Tobias Kempe,GER,MF,34.0,"€ 15,000 (£ 12,672, $16,120)","€ 780,000 (£ 658,967, $838,223)",Unverified estimation
Gladbach,Tobias Sippel,GER,GK,35.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
Hoffenheim,Tom Bischof,GER,MF,18.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Fulham,Tom Cairney,SCO,MF,32.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",
Sheffield United,Tom Davies,ENG,MF,25.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Manchester Utd,Tom Heaton,ENG,GK,37.0,"£ 45,000 (€ 53,266, $57,242)","£ 2,340,000 (€ 2,769,826, $2,976,570)",
Bayern Munich,Tom Hülsmann,GER,GK,19.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Wolves,Tom King,WAL,GK,28.0,"£ 5,000 (€ 5,918, $6,360)","£ 260,000 (€ 307,758, $330,730)",Unverified estimation
Mainz 05,Tom Krauß,GER,MF,22.0,"€ 26,923 (£ 22,745, $28,933)","€ 1,400,000 (£ 1,182,761, $1,504,503)",Unverified estimation
Luton Town,Tom Lockyer,WAL,DF,28.0,"£ 20,000 (€ 23,674, $25,441)","£ 1,040,000 (€ 1,231,034, $1,322,920)",
Brighton,Tom McGill,ENG,GK,23.0,"£ 10,000 (€ 11,837, $12,720)","£ 520,000 (€ 615,517, $661,460)",Unverified estimation
Lazio,Toma Bašić,CRO,MF,26.0,"€ 34,423 (£ 29,082, $36,993)","€ 1,790,000 (£ 1,512,244, $1,923,614)",
Cagliari,Tommaso Augello,ITA,"DF,MF",28.0,"€ 17,885 (£ 15,109, $19,220)","€ 930,000 (£ 785,691, $999,420)",
Empoli,Tommaso Baldanzi,ITA,"MF,FW",20.0,"€ 10,769 (£ 9,098, $11,573)","€ 560,000 (£ 473,104, $601,801)",Unverified estimation
Bologna,Tommaso Corazza,ITA,DF,19.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Milan,Tommaso Pobega,ITA,MF,24.0,"€ 35,577 (£ 30,056, $38,233)","€ 1,850,000 (£ 1,562,934, $1,988,093)",
Wolves,Tommy Doyle,ENG,MF,21.0,"£ 10,000 (€ 11,837, $12,720)","£ 520,000 (€ 615,517, $661,460)",
Augsburg,Tomáš Koubek,CZE,GK,30.0,"€ 19,231 (£ 16,247, $20,666)","€ 1,000,000 (£ 844,829, $1,074,645)",Unverified estimation
West Ham United,Tomáš Souček,CZE,MF,28.0,"£ 90,000 (€ 106,532, $114,483)","£ 4,680,000 (€ 5,539,652, $5,953,140)",Unverified estimation
Hellas Verona,Tomáš Suslov,SVK,MF,21.0,"€ 9,808 (£ 8,286, $10,540)","€ 510,000 (£ 430,863, $548,069)",Unverified estimation
Gladbach,Tomáš Čvančara,CZE,"FW,MF",22.0,"€ 15,385 (£ 12,997, $16,533)","€ 800,000 (£ 675,863, $859,716)",Unverified estimation
Girona,Toni Fuidias,ESP,GK,22.0,"€ 2,500 (£ 2,112, $2,687)","€ 130,000 (£ 109,828, $139,704)",Unverified estimation
Real Madrid,Toni Kroos,GER,MF,33.0,"€ 468,846 (£ 396,095, $503,843)","€ 24,380,000 (£ 20,596,933, $26,199,838)",
Mallorca,Toni Lato,ESP,DF,25.0,"€ 28,846 (£ 24,370, $30,999)","€ 1,500,000 (£ 1,267,244, $1,611,967)",Unverified estimation
Girona,Toni Villa,ESP,MF,28.0,"€ 9,038 (£ 7,636, $9,713)","€ 470,000 (£ 397,070, $505,083)",Unverified estimation
Gladbach,Tony Jantschke,GER,"DF,MF",33.0,"€ 28,846 (£ 24,370, $30,999)","€ 1,500,000 (£ 1,267,244, $1,611,967)",Unverified estimation
Fulham,Tosin Adarabioyo,ENG,DF,25.0,"£ 40,000 (€ 47,347, $50,882)","£ 2,080,000 (€ 2,462,068, $2,645,840)",
Lorient,Tosin Aiyegun,BEN,"MF,FW",25.0,"€ 13,462 (£ 11,373, $14,466)","€ 700,000 (£ 591,380, $752,251)",Unverified estimation
Wolves,Toti Gomes,POR,DF,24.0,"£ 10,000 (€ 11,837, $12,720)","£ 520,000 (€ 615,517, $661,460)",Unverified estimation
Liverpool,Trent Alexander-Arnold,ENG,DF,24.0,"£ 180,000 (€ 213,064, $228,967)","£ 9,360,000 (€ 11,079,304, $11,906,280)",
Chelsea,Trevoh Chalobah,ENG,DF,24.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Salernitana,Trivante Stewart,JAM,FW,23.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Eintracht Frankfurt,Tuta,BRA,"DF,MF",24.0,"€ 28,846 (£ 24,370, $30,999)","€ 1,500,000 (£ 1,267,244, $1,611,967)",
Bournemouth,Tyler Adams,USA,MF,24.0,"£ 60,000 (€ 71,021, $76,322)","£ 3,120,000 (€ 3,693,101, $3,968,760)",Unverified estimation
Manchester Utd,Tyrell Malacia,NED,LB,24.0,"£ 75,000 (€ 88,776, $95,403)","£ 3,900,000 (€ 4,616,377, $4,960,950)",Unverified estimation
Fulham,Tyrese Francois,AUS,MF,23.0,"£ 7,000 (€ 8,286, $8,904)","£ 364,000 (€ 430,862, $463,022)",Unverified estimation
Crystal Palace,Tyrick Mitchell,ENG,"DF,MF",23.0,"£ 40,000 (€ 47,347, $50,882)","£ 2,080,000 (€ 2,462,068, $2,645,840)",Unverified estimation
Aston Villa,Tyrone Mings,ENG,DF,30.0,"£ 100,000 (€ 118,369, $127,204)","£ 5,200,000 (€ 6,155,169, $6,614,600)",Unverified estimation
Empoli,Tyronne Ebuehi,NGA,DF,27.0,"€ 12,308 (£ 10,398, $13,226)","€ 640,000 (£ 540,691, $687,773)",Unverified estimation
Montpellier,Téji Savanier,FRA,MF,31.0,"€ 25,385 (£ 21,446, $27,279)","€ 1,320,000 (£ 1,115,174, $1,418,531)",
Wolfsburg,Ulysses Llanez,USA,LW,22.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Real Sociedad,Umar Sadiq,NGA,FW,26.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Hoffenheim,Umut Tohumcu,GER,MF,18.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Osasuna,Unai García,ESP,DF,31.0,"€ 10,192 (£ 8,611, $10,953)","€ 530,000 (£ 447,759, $569,562)",Unverified estimation
Athletic Club,Unai Gómez,ESP,MF,20.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Rayo Vallecano,Unai López,ESP,MF,27.0,"€ 10,385 (£ 8,773, $11,160)","€ 540,000 (£ 456,208, $580,308)",
Real Sociedad,Unai Marrero,ESP,GK,21.0,"€ 3,462 (£ 2,924, $3,720)","€ 180,000 (£ 152,069, $193,436)",Unverified estimation
Celta Vigo,Unai Núñez,ESP,DF,26.0,"€ 32,692 (£ 27,619, $35,133)","€ 1,700,000 (£ 1,436,209, $1,826,896)",Unverified estimation
Athletic Club,Unai Simón,ESP,GK,26.0,"€ 82,308 (£ 69,536, $88,452)","€ 4,280,000 (£ 3,615,868, $4,599,479)",
Real Sociedad,Urko González de Zarate,,DM,22.0,"€ 7,885 (£ 6,661, $8,473)","€ 410,000 (£ 346,380, $440,604)",Unverified estimation
Sassuolo,Uroš Račić,SRB,MF,25.0,"€ 12,308 (£ 10,398, $13,226)","€ 640,000 (£ 540,691, $687,773)",Unverified estimation
Reims,Valentin Atangana,,DM,18.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Monza,Valentin Carboni,ARG,MF,18.0,"€ 6,346 (£ 5,361, $6,820)","€ 330,000 (£ 278,794, $354,633)",Unverified estimation
Lecce,Valentin Gendrey,FRA,DF,23.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",
Marseille,Valentin Rongier,FRA,MF,28.0,"€ 76,154 (£ 64,337, $81,838)","€ 3,960,000 (£ 3,345,523, $4,255,593)",
Torino,Valentino Lazaro,AUT,MF,27.0,"€ 36,923 (£ 31,194, $39,679)","€ 1,920,000 (£ 1,622,072, $2,063,318)",Unverified estimation
Newcastle United,Valentino Livramento,ENG,"DF,FW",20.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Lazio,Valentín Castellanos,ARG,FW,24.0,"€ 44,423 (£ 37,530, $47,739)","€ 2,310,000 (£ 1,951,555, $2,482,429)",
Girona,Valery Fernández,ESP,MF,23.0,"€ 6,923 (£ 5,849, $7,440)","€ 360,000 (£ 304,138, $386,872)",Unverified estimation
Monaco,Vanderson,BRA,"MF,DF",22.0,"€ 57,692 (£ 48,740, $61,999)","€ 3,000,000 (£ 2,534,487, $3,223,934)",
Torino,Vanja Milinković-Savić,SRB,GK,26.0,"€ 25,000 (£ 21,121, $26,866)","€ 1,300,000 (£ 1,098,278, $1,397,038)",Unverified estimation
Mallorca,Vedat Muriqi,KVX,FW,29.0,"€ 88,077 (£ 74,410, $94,651)","€ 4,580,000 (£ 3,869,317, $4,921,873)",
Celta Vigo,Vicente Guaita,ESP,GK,36.0,"€ 46,154 (£ 38,992, $49,599)","€ 2,400,000 (£ 2,027,590, $2,579,147)",Unverified estimation
Leverkusen,Victor Boniface,NGA,FW,22.0,"€ 38,462 (£ 32,493, $41,332)","€ 2,000,000 (£ 1,689,658, $2,149,289)",Unverified estimation
Bologna,Victor Kristiansen,,LB,21.0,"€ 28,846 (£ 24,370, $30,999)","€ 1,500,000 (£ 1,267,244, $1,611,967)",Unverified estimation
Manchester Utd,Victor Lindelöf,SWE,DF,29.0,"£ 120,000 (€ 142,042, $152,645)","£ 6,240,000 (€ 7,386,203, $7,937,520)",
Napoli,Victor Osimhen,NGA,FW,24.0,"€ 246,538 (£ 208,283, $264,941)","€ 12,820,000 (£ 10,830,709, $13,776,945)",
Empoli,Viktor Kovalenko,UKR,MF,27.0,"€ 14,808 (£ 12,510, $15,913)","€ 770,000 (£ 650,518, $827,476)",Unverified estimation
Girona,Viktor Tsyhankov,UKR,MF,25.0,"€ 26,923 (£ 22,745, $28,933)","€ 1,400,000 (£ 1,182,761, $1,504,503)",Unverified estimation
Lorient,Vincent Le Goff,FRA,"MF,DF",33.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Toulouse,Vincent Sierro,SUI,MF,27.0,"€ 6,923 (£ 5,849, $7,440)","€ 360,000 (£ 304,138, $386,872)",Unverified estimation
Salernitana,Vincenzo Fiorillo,ITA,GK,33.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",
Freiburg,Vincenzo Grifo,ITA,"MF,FW",30.0,"€ 18,269 (£ 15,434, $19,633)","€ 950,000 (£ 802,588, $1,020,912)",Unverified estimation
Real Madrid,Vinicius Júnior,BRA,FW,23.0,"€ 400,577 (£ 338,419, $430,478)","€ 20,830,000 (£ 17,597,790, $22,384,849)",
Sheffield United,Vinicius Souza,BRA,MF,24.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Liverpool,Virgil van Dijk,NED,DF,32.0,"£ 220,000 (€ 260,411, $279,848)","£ 11,440,000 (€ 13,541,371, $14,552,120)",
Everton,Vitaliy Mykolenko,UKR,DF,24.0,"£ 58,000 (€ 68,654, $73,778)","£ 3,016,000 (€ 3,569,998, $3,836,468)",
Brentford,Vitaly Janelt,GER,"MF,DF",25.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Paris Saint-Germain,Vitinha,POR,MF,23.0,"€ 104,808 (£ 88,545, $112,631)","€ 5,450,000 (£ 4,604,318, $5,856,814)",
Burnley,Vitinho,BRA,"DF,MF",24.0,"£ 25,000 (€ 29,592, $31,801)","£ 1,300,000 (€ 1,538,792, $1,653,650)",Unverified estimation
Lille,Vito Mannone,ITA,GK,35.0,"€ 4,808 (£ 4,062, $5,167)","€ 250,000 (£ 211,207, $268,661)",Unverified estimation
Atlético Madrid,Vitolo,ESP,LW,33.0,"€ 25,962 (£ 21,933, $27,899)","€ 1,350,000 (£ 1,140,519, $1,450,770)",Unverified estimation
Heidenheim,Vitus Eicher,GER,GK,32.0,"€ 5,192 (£ 4,387, $5,580)","€ 270,000 (£ 228,104, $290,154)",Unverified estimation
Udinese,Vivaldo Semedo,POR,FW,18.0,"€ 3,654 (£ 3,087, $3,927)","€ 190,000 (£ 160,518, $204,182)",Unverified estimation
West Ham United,Vladimír Coufal,CZE,DF,30.0,"£ 35,000 (€ 41,429, $44,521)","£ 1,820,000 (€ 2,154,309, $2,315,110)",
Wolfsburg,Václav Černý,CZE,"MF,FW",25.0,"€ 30,769 (£ 25,995, $33,066)","€ 1,600,000 (£ 1,351,727, $1,719,432)",Unverified estimation
Cádiz,Víctor Chust,ESP,DF,23.0,"€ 4,615 (£ 3,899, $4,960)","€ 240,000 (£ 202,759, $257,915)",Unverified estimation
Granada,Víctor Díaz,ESP,DF,35.0,"€ 8,462 (£ 7,149, $9,093)","€ 440,000 (£ 371,725, $472,844)",Unverified estimation
Montpellier,Wahbi Khazri,TUN,"MF,FW",32.0,"€ 57,692 (£ 48,740, $61,999)","€ 3,000,000 (£ 2,534,487, $3,223,934)",Unverified estimation
Udinese,Walace,BRA,MF,28.0,"€ 19,808 (£ 16,734, $21,286)","€ 1,030,000 (£ 870,174, $1,106,884)",Unverified estimation
Stuttgart,Waldemar Anton,GER,DF,27.0,"€ 14,423 (£ 12,185, $15,500)","€ 750,000 (£ 633,622, $805,984)",Unverified estimation
Frosinone,Walid Cheddira,MAR,FW,25.0,"€ 5,385 (£ 4,549, $5,787)","€ 280,000 (£ 236,552, $300,901)",
Rennes,Warmed Omari,COM,DF,23.0,"€ 12,308 (£ 10,398, $13,226)","€ 640,000 (£ 540,691, $687,773)",Unverified estimation
Monza,Warren Bondo,FRA,MF,19.0,"€ 3,654 (£ 3,087, $3,927)","€ 190,000 (£ 160,518, $204,182)",Unverified estimation
Toulouse,Warren Kamanzi,NOR,"MF,DF",22.0,"€ 4,615 (£ 3,899, $4,960)","€ 240,000 (£ 202,759, $257,915)",Unverified estimation
Metz,Warren Tchimbembé,CGO,RW,25.0,"€ 3,462 (£ 2,924, $3,720)","€ 180,000 (£ 152,069, $193,436)",Unverified estimation
Paris Saint-Germain,Warren Zaïre-Emery,FRA,MF,17.0,"€ 4,808 (£ 4,062, $5,167)","€ 250,000 (£ 211,207, $268,661)",Unverified estimation
Liverpool,Wataru Endo,JPN,MF,30.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Nottingham Forest,Wayne Hennessey,WAL,GK,36.0,"£ 15,000 (€ 17,755, $19,081)","£ 780,000 (€ 923,275, $992,190)",Unverified estimation
Sheffield United,Wes Foderingham,ENG,GK,32.0,"£ 12,500 (€ 14,796, $15,900)","£ 650,000 (€ 769,396, $826,825)",Unverified estimation
Chelsea,Wesley Fofana,FRA,CB,23.0,"£ 200,000 (€ 236,737, $254,408)","£ 10,400,000 (€ 12,310,338, $13,229,200)",
Lens,Wesley Saïd,FRA,"FW,MF",28.0,"€ 10,385 (£ 8,773, $11,160)","€ 540,000 (£ 456,208, $580,308)",Unverified estimation
Juventus,Weston McKennie,USA,MF,24.0,"€ 61,731 (£ 52,152, $66,339)","€ 3,210,000 (£ 2,711,901, $3,449,609)",
Monaco,Wilfried Singo,CIV,DF,22.0,"€ 35,385 (£ 29,894, $38,026)","€ 1,840,000 (£ 1,554,486, $1,977,346)",Unverified estimation
Crystal Palace,Will Hughes,ENG,MF,28.0,"£ 35,000 (€ 41,429, $44,521)","£ 1,820,000 (€ 2,154,309, $2,315,110)",Unverified estimation
RB Leipzig,Willi Orban,HUN,DF,30.0,"€ 126,923 (£ 107,228, $136,397)","€ 6,600,000 (£ 5,575,872, $7,092,655)",Unverified estimation
Real Betis,William Carvalho,POR,MF,31.0,"€ 45,192 (£ 38,180, $48,566)","€ 2,350,000 (£ 1,985,348, $2,525,415)",
Sheffield United,William Osula,DEN,FW,19.0,"£ 12,500 (€ 14,796, $15,900)","£ 650,000 (€ 769,396, $826,825)",Unverified estimation
Arsenal,William Saliba,FRA,DF,22.0,"£ 190,000 (€ 224,900, $241,687)","£ 9,880,000 (€ 11,694,821, $12,567,740)",
Fulham,Willian,BRA,"MF,FW",34.0,"£ 90,000 (€ 106,532, $114,483)","£ 4,680,000 (€ 5,539,652, $5,953,140)",
Real Betis,Willian José,BRA,FW,31.0,"€ 42,308 (£ 35,743, $45,466)","€ 2,200,000 (£ 1,858,624, $2,364,218)",Unverified estimation
Eintracht Frankfurt,Willian Pacho,ECU,DF,21.0,"€ 15,385 (£ 12,997, $16,533)","€ 800,000 (£ 675,863, $859,716)",Unverified estimation
Celta Vigo,Williot Swedberg,SWE,FW,19.0,"€ 4,808 (£ 4,062, $5,167)","€ 250,000 (£ 211,207, $268,661)",Unverified estimation
